Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
Boltfather,2,1 200 000,3150000,8270000,21800000,58000000,160000000,1.00%,2.50%,5.00%,11.00%,18.00%,26.00%,,67a3e5f479efd774f15e25d5,67a3e5f479efd774f15e25d8,67a3e5f479efd774f15e25de,67a3e5f479efd774f15e25e4,67a3e5f479efd774f15e25ea,67a3e5f479efd774f15e25f0,,
Stormcaller,2,3 600 000,9450000,24810000,65200000,172000000,460000000,2.00%,5.00%,10.00%,16.00%,23.00%,30.00%,,67a3e6bf79efd774f15e2728,67a3e6bf79efd774f15e272b,67a3e6c079efd774f15e2731,67a3e6c079efd774f15e2737,67a3e6c079efd774f15e273d,67a3e6c079efd774f15e2743,,
ArcSpark,2,5 400 000,14180000,37230000,97800000,257000000,680000000,3.00%,7.00%,12.00%,18.00%,25.00%,33.00%,,67a3e79b79efd774f15e27d0,67a3e79b79efd774f15e27d3,67a3e79b79efd774f15e27d9,67a3e79b79efd774f15e27df,67a3e79b79efd774f15e27e5,67a3e79b79efd774f15e27eb,,
Abyssal Lord,2,19 200 000,50400000,132300000,347300000,912000000,2400000000,7.00%,10.00%,15.00%,22.00%,32.00%,41.00%,,67a3e83d79efd774f15e2878,67a3e83d79efd774f15e287b,67a3e83d79efd774f15e2881,67a3e83d79efd774f15e2887,67a3e83d79efd774f15e288d,67a3e83d79efd774f15e2893,,
Crypto Universe,2,8 300 000,21790000,57200000,150200000,395000000,1040000000,6.20%,10.00%,15.00%,22.00%,32.00%,41.00%,,67b5a6c6bbe27bf472ba6289,67b5a6c6bbe27bf472ba628c,67b5a6c6bbe27bf472ba6292,67b5a6c6bbe27bf472ba6298,67b5a6c6bbe27bf472ba629e,67b5a6c6bbe27bf472ba62a4,,
Eagle Bearer,2,7 000 000,18380000,48250000,126700000,333000000,880000000,5.50%,11.00%,17.00%,24.00%,32.00%,42.00%,,67b861378f49979bc65b2918,67b861378f49979bc65b291b,67b861378f49979bc65b2921,67b861378f49979bc65b2927,67b861378f49979bc65b292d,67b861378f49979bc65b2933,,
Blueprint,1,1 000,,,,,,0.00%,,,,,,,67b8dc6aa0c26b377001e05e,,,,,,,
Silver Caesar,1,2 650 000,6960000,18270000,48000000,126000000,340000000,0.50%,1.50%,4.00%,8.00%,14.00%,24.00%,,67bdd3e0b5e8c2c0f1896e1f,67bdd3e0b5e8c2c0f1896e22,67bdd3e0b5e8c2c0f1896e28,67bdd3e0b5e8c2c0f1896e2e,67bdd3e0b5e8c2c0f1896e34,67bdd3e0b5e8c2c0f1896e3a,,
Golden Caesar,1,4 250 000,11160000,29300000,77000000,203000000,540000000,1.00%,3.00%,7.00%,12.00%,19.00%,30.00%,,67bdd49db5e8c2c0f18975a5,67bdd49db5e8c2c0f18975a8,67bdd49db5e8c2c0f18975ae,67bdd49db5e8c2c0f18975b4,67bdd49db5e8c2c0f18975ba,67bdd49db5e8c2c0f18975c0,,
Ignite Runner,2,4 000 000,,,,,,1.00%,,,,,,Runners_Set,67c08778b5e8c2c0f194631d,,,,,,,
Acid Runner,2,7 000 000,,,,,,1.00%,,,,,,Runners_Set,67c0879cb5e8c2c0f194636b,,,,,,,
Scarlet Runner,2,9 000 000,,,,,,1.00%,,,,,,Runners_Set,67c087bcb5e8c2c0f19463b9,,,,,,,
Eva Runner,2,15 000 000,,,,,,2.00%,,,,,,Runners_Set,67c087e3b5e8c2c0f1946b75,,,,,,,
Steel Titan,2,1 000 000,2630000,6910000,18200000,48000000,130000000,1.00%,3.50%,7.00%,12.00%,25.00%,60.00%,,67c1bf78b5e8c2c0f199c8d1,67c1bf78b5e8c2c0f199c8d4,67c1bf78b5e8c2c0f199c8da,67c1bf78b5e8c2c0f199c8e0,67c1bf78b5e8c2c0f199c8e6,67c1bf78b5e8c2c0f199c8ec,,
Steel HODLer,2,14 000 000,36750000,96470000,253300000,665000000,1750000000,5.50%,11.00%,17.00%,24.00%,32.00%,42.00%,,67c133ddb5e8c2c0f194d8da,67c133ddb5e8c2c0f194d8dd,67c133ddb5e8c2c0f194d8e3,67c133ddb5e8c2c0f194d8e9,67c133ddb5e8c2c0f194d8ef,67c133ddb5e8c2c0f194d8f5,,
Mining Queen,1,2 100 000,5520000,14490000,38100000,101000000,270000000,1.00%,3.50%,8.00%,14.00%,21.00%,30.00%,,67c6c197ee5b383abd002f20,67c6c197ee5b383abd002f23,67c6c197ee5b383abd002f29,67c6c197ee5b383abd002f2f,67c6c197ee5b383abd002f35,67c6c197ee5b383abd002f3b,,
Samba Spark,2,15 600 000,40950000,107500000,282200000,741000000,1950000000,7.00%,11.00%,16.00%,23.00%,32.00%,41.00%,,67ca6b81e2d008e8db917ec3,67ca6b81e2d008e8db917ec6,67ca6b81e2d008e8db917ecc,67ca6b81e2d008e8db917ed2,67ca6b81e2d008e8db917ed8,67ca6b81e2d008e8db917ede,,
Tic-Tac-Boom,2,3 000 000,7880000,20690000,54400000,143000000,380000000,2.50%,6.00%,12.00%,21.00%,32.00%,45.00%,,67cef320e0c64d0924be4f98,67cef320e0c64d0924be4f9b,67cef320e0c64d0924be4fa1,67cef320e0c64d0924be4fa7,67cef320e0c64d0924be4fad,67cef320e0c64d0924be4fb3,,
Ninot,2,2 500 000,6570000,17250000,45300000,119000000,320000000,1.50%,4.00%,9.00%,15.00%,22.00%,30.00%,,67d037bfe0c64d0924c35851,67d037bfe0c64d0924c35854,67d037bfe0c64d0924c3585a,67d037bfe0c64d0924c35860,67d037bfe0c64d0924c35866,67d037bfe0c64d0924c3586c,,
Lucky Diggers,2,7 000 000,18380000,48250000,126700000,333000000,880000000,3.00%,7.00%,12.00%,18.00%,25.00%,33.00%,,67d08390e0c64d0924c43f75,67d08390e0c64d0924c43f78,67d08390e0c64d0924c43f7e,67d08390e0c64d0924c43f84,67d08390e0c64d0924c43f8a,67d08390e0c64d0924c43f90,,
DarknessCore,2,15 000 000,39380000,103380000,,,,9.00%,15.00%,35.00%,,,,,67d0aa7fe0c64d0924c45dae,67d0aa7fe0c64d0924c45db1,67d0aa7fe0c64d0924c45db7,,,,,
Gears of Yore,2,1 000 000,2630000,6910000,18200000,48000000,130000000,1.00%,3.00%,7.00%,15.00%,28.00%,48.00%,,67d2d615e0c64d0924cbe5ed,67d2d615e0c64d0924cbe5f0,67d2d615e0c64d0924cbe5f6,67d2d615e0c64d0924cbe5fc,67d2d615e0c64d0924cbe602,67d2d615e0c64d0924cbe608,,
Clover-Hangover,2,10 000 000,26250000,68910000,180900000,475000000,1250000000,8.00%,11.00%,15.00%,20.00%,26.00%,35.00%,,67d41d5df5659810421f96f6,67d41d5df5659810421f96f9,67d41d5df5659810421f96ff,67d41d5df5659810421f9705,67d41d5df5659810421f970b,67d41d5df5659810421f9711,,
Sips of Sin,2,250 000,660000,1740000,4600000,13000000,40000000,0.50%,1.50%,4.00%,8.00%,14.00%,20.00%,,67e281b9f3afcae79189637a,67e281b9f3afcae79189637d,67e281b9f3afcae791896383,67e281b9f3afcae791896389,67e281b9f3afcae79189638f,67e281b9f3afcae791896395,,
Laborlord,2,1 000 000,2630000,6910000,18200000,48000000,130000000,2.50%,5.50%,10.00%,16.00%,23.00%,32.00%,,67e282a5f3afcae791897498,67e282a5f3afcae79189749b,67e282a5f3afcae7918974a1,67e282a5f3afcae7918974a7,67e282a5f3afcae7918974ad,67e282a5f3afcae7918974b3,,
50 Shades of Uncle,2,2 500 000,6570000,17250000,45300000,119000000,320000000,6.69%,9.69%,16.69%,22.69%,30.69%,41.69%,,67e28396f3afcae791898b1a,67e28396f3afcae791898b1d,67e28396f3afcae791898b23,67e28396f3afcae791898b29,67e28396f3afcae791898b2f,67e28396f3afcae791898b35,,
The Pawfather,2,750 000,1970000,5180000,13600000,36000000,100000000,1.00%,3.50%,7.00%,12.00%,25.00%,60.00%,,67e2923af3afcae7918a2b04,67e2923af3afcae7918a2b07,67e2923af3afcae7918a2b0d,67e2923af3afcae7918a2b13,67e2923af3afcae7918a2b19,67e2923af3afcae7918a2b1f,,
Uncle's Dungeon,2,2 500 000,6570000,17250000,45300000,119000000,320000000,6.00%,9.00%,15.00%,22.00%,32.00%,44.00%,,67e2bc8df3afcae7918b8362,67e2bc8df3afcae7918b8365,67e2bc8df3afcae7918b836b,67e2bc8df3afcae7918b8371,67e2bc8df3afcae7918b8377,67e2bc8df3afcae7918b837d,,
Libre-Mine,2,3 000 000,7880000,20690000,54400000,143000000,380000000,3.00%,7.00%,12.00%,18.00%,25.00%,33.00%,,67d97cddf5659810422cefef,67d97cddf5659810422ceff2,67d97cddf5659810422ceff8,67d97cddf5659810422ceffe,67d97cddf5659810422cf004,67d97cddf5659810422cf00a,,
Thunder Nexus,2,1 000 000,2000000,5000000,15000000,40000000,100000000,1.50%,3.50%,7.00%,12.00%,25.00%,55.00%,,67fd1c241c431afbfd134830,67fd1c241c431afbfd134833,67fd1c241c431afbfd134839,67fd1c241c431afbfd13483f,67fd1c241c431afbfd134845,67fd1c241c431afbfd13484b,,
Eden Apple,1,14 200 000,37280000,97860000,256900000,675000000,1780000000,8.00%,12.00%,17.00%,23.00%,32.00%,42.00%,,67dd67c1f3afcae7917c8727,67dd67c1f3afcae7917c872a,67dd67c1f3afcae7917c8730,67dd67c1f3afcae7917c8736,67dd67c1f3afcae7917c873c,67dd67c1f3afcae7917c8742,,
Ba-na-na,2,9 000 000,23630000,62030000,,,,5.00%,15.00%,28.00%,,,,,67e675730ba318d0b71742ce,67e675730ba318d0b71742d1,67e675740ba318d0b71742d7,,,,,
Cake Crash,2,10 000 000,26250000,68910000,,,,3.00%,12.00%,25.00%,,,,,67ebd0546cbc1562cd885553,67ebd0546cbc1562cd885556,67ebd0546cbc1562cd88555c,,,,,
Stapllier,2,10 000,100000,1000000,2500000,15000000,30000000,0.00%,2.50%,5.00%,10.00%,25.00%,50.00%,,67ebd9ce6cbc1562cd888de8,67ebd9ce6cbc1562cd888deb,67ebd9ce6cbc1562cd888df1,67ebd9ce6cbc1562cd888df7,67ebd9ce6cbc1562cd888dfd,67ebd9ce6cbc1562cd888e03,,
Bread,2,600 000,1580000,4150000,10900000,29000000,80000000,1.00%,2.00%,5.00%,9.00%,14.00%,24.00%,,67f844f31c431afbfd089c09,67f844f31c431afbfd089c0c,67f844f31c431afbfd089c12,67f844f31c431afbfd089c18,67f844f31c431afbfd089c1e,67f844f31c431afbfd089c24,,
Hamcraft,1,5 000 000,13130000,34470000,90500000,238000000,630000000,5.50%,11.00%,17.00%,24.00%,32.00%,42.00%,,67eeade76cbc1562cd90bb17,67eeade76cbc1562cd90bb1a,67eeade76cbc1562cd90bb20,67eeade76cbc1562cd90bb26,67eeade76cbc1562cd90bb2c,67eeade76cbc1562cd90bb32,,
Rollin' Rosy,2,3 000 000,7880000,20690000,54400000,143000000,380000000,2.00%,5.00%,11.00%,18.00%,26.00%,35.00%,,67f429346cbc1562cd9a0d1d,67f429346cbc1562cd9a0d20,67f429346cbc1562cd9a0d26,67f429346cbc1562cd9a0d2c,67f429346cbc1562cd9a0d32,67f429346cbc1562cd9a0d38,,
Faceless Fortune,2,40 000 000,100000000,300000000,,,,9.00%,25.00%,45.00%,,,,,67f3de4b6cbc1562cd99532b,67f3de4b6cbc1562cd99532e,67f3de4b6cbc1562cd995334,,,,,
Absolutely Flat,2,2 300 000,6040000,15860000,41700000,110000000,290000000,4.50%,9.00%,15.00%,22.00%,32.00%,44.00%,,67f8d9ba1c431afbfd09ce7c,67f8d9ba1c431afbfd09ce7f,67f8d9ba1c431afbfd09ce85,67f8d9ba1c431afbfd09ce8b,67f8d9ba1c431afbfd09ce91,67f8d9ba1c431afbfd09ce97,,
Good Old Miner,2,200 000,530000,1400000,3700000,10000000,30000000,2.50%,4.00%,8.00%,12.00%,15.00%,30.00%,,67f668e16cbc1562cda18cf1,67f668e16cbc1562cda18cf4,67f668e16cbc1562cda18cfa,67f668e16cbc1562cda18d00,67f668e16cbc1562cda18d06,67f668e16cbc1562cda18d0c,,
Clicker Core,1,3 500 000,9000000,25000000,65000000,160000000,440000000,2.00%,4.00%,8.00%,20.00%,32.00%,44.00%,,67fe14721c431afbfd145184,67fe14721c431afbfd145187,67fe14721c431afbfd14518d,67fe14721c431afbfd145193,67fe14721c431afbfd145199,67fe14721c431afbfd14519f,,
Eggstra Power,1,18 000 000,47250000,124040000,325700000,855000000,2250000000,5.00%,11.00%,17.00%,24.00%,32.00%,42.00%,,6800e5a31c431afbfd202753,6800e5a31c431afbfd202756,6800e5a31c431afbfd20275c,6800e5a31c431afbfd202762,6800e5a31c431afbfd202768,6800e5a31c431afbfd20276e,,
Roller7Coin,2,50 000,200000,2000000,5000000,20000000,50000000,1.00%,2.50%,5.00%,10.00%,25.00%,50.00%,,680b6781672b78a8fb89cc23,680b6781672b78a8fb89cc26,680b6781672b78a8fb89cc2c,680b6781672b78a8fb89cc32,680b6781672b78a8fb89cc38,680b6781672b78a8fb89cc3e,,
Relax Vote,2,1 000,,,,,,0.00%,,,,,,,68075c6e8212adc3b92b27dc,,,,,,,
Survive Vote,2,1 000,,,,,,0.00%,,,,,,,68075c978212adc3b92b2901,,,,,,,
Voting Power,1,2 000 000,5250000,13790000,36200000,96000000,260000000,1.00%,2.00%,7.00%,13.00%,20.00%,30.00%,,68075d468212adc3b92b3055,68075d468212adc3b92b3058,68075d468212adc3b92b305e,68075d468212adc3b92b3064,68075d468212adc3b92b306a,68075d468212adc3b92b3070,,
Cake VII,1,250 000,660000,1740000,4600000,13000000,40000000,0.00%,1.00%,2.00%,3.50%,5.50%,9.00%,,68075bfb8212adc3b92b20f0,68075bfb8212adc3b92b20f3,68075bfb8212adc3b92b20f9,68075bfb8212adc3b92b20ff,68075bfb8212adc3b92b2105,68075bfb8212adc3b92b210b,,
Party Unpacking,2,3 500 000,9000000,25000000,65000000,160000000,440000000,0.00%,2.50%,8.00%,18.00%,29.00%,40.00%,,680281378212adc3b9287476,680281378212adc3b9287479,680281378212adc3b928747f,680281378212adc3b9287485,680281378212adc3b928748b,680281378212adc3b9287491,,
Relax Relic,1,1 750 000,4600000,12080000,31800000,84000000,230000000,1.50%,3.00%,7.00%,12.00%,18.00%,30.00%,,680f525d672b78a8fb8f9f5f,680f525d672b78a8fb8f9f62,680f525d672b78a8fb8f9f68,680f525d672b78a8fb8f9f6e,680f525d672b78a8fb8f9f74,680f525d672b78a8fb8f9f7a,,
Survive Relic,1,1 750 000,4600000,12080000,31800000,84000000,230000000,1.50%,3.00%,7.00%,12.00%,18.00%,30.00%,,680f52bb672b78a8fb8fa24a,680f52bc672b78a8fb8fa24d,680f52bc672b78a8fb8fa253,680f52bc672b78a8fb8fa259,680f52bc672b78a8fb8fa25f,680f52bc672b78a8fb8fa265,,
Flower Power Invasion,2,3 000 000,8000000,21000000,55000000,145000000,400000000,0.00%,3.00%,8.00%,14.00%,22.00%,30.00%,,6810b85d672b78a8fb968ac0,6810b85d672b78a8fb968ac3,6810b85d672b78a8fb968ac9,6810b85d672b78a8fb968acf,6810b85d672b78a8fb968ad5,6810b85d672b78a8fb968adb,,
Lite Light,2,550 000,1750000,5500000,20000000,75000000,250000000,1.00%,2.00%,6.00%,12.00%,20.00%,45.00%,,680f998a672b78a8fb93217c,680f998a672b78a8fb93217f,680f998a672b78a8fb932185,680f998a672b78a8fb93218b,680f998a672b78a8fb932191,680f998a672b78a8fb932197,,
HAM-HAM,2,9 000 000,23630000,62030000,162900000,428000000,1130000000,8.50%,11.00%,15.00%,20.00%,26.00%,35.00%,,681357bbdc2ac5e3bdb9e34d,681357bbdc2ac5e3bdb9e350,681357bbdc2ac5e3bdb9e356,681357bbdc2ac5e3bdb9e35c,681357bbdc2ac5e3bdb9e362,681357bbdc2ac5e3bdb9e368,,
Wooden Wrath,2,250 000,660000,1740000,4600000,13000000,40000000,0.00%,0.50%,1.50%,3.00%,5.00%,10.00%,,680f5b9b672b78a8fb8febee,680f5b9b672b78a8fb8febf1,680f5b9b672b78a8fb8febf7,680f5b9b672b78a8fb8febfd,680f5b9b672b78a8fb8fec03,680f5b9b672b78a8fb8fec09,,
Ragnarwhack,1,500 000,1320000,3470000,9200000,25000000,70000000,0.00%,0.50%,1.50%,3.00%,5.00%,10.00%,,680f5c4a672b78a8fb8fed4f,680f5c4a672b78a8fb8fed52,680f5c4a672b78a8fb8fed58,680f5c4a672b78a8fb8fed5e,680f5c4a672b78a8fb8fed64,680f5c4a672b78a8fb8fed6a,,
Valhalla's Vault,2,1 000 000,2630000,6910000,18200000,48000000,130000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,680f5d01672b78a8fb8ffe22,680f5d01672b78a8fb8ffe25,680f5d01672b78a8fb8ffe2b,680f5d01672b78a8fb8ffe31,680f5d01672b78a8fb8ffe37,680f5d01672b78a8fb8ffe3d,,
Hamguard,1,1 200 000,3150000,8270000,21800000,58000000,160000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,680f5de5672b78a8fb900a31,680f5de5672b78a8fb900a34,680f5de5672b78a8fb900a3a,680f5de5672b78a8fb900a40,680f5de5672b78a8fb900a46,680f5de5672b78a8fb900a4c,,
Ironbless,2,1 600 000,4200000,11030000,29000000,77000000,210000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,680f5f81672b78a8fb9013ea,680f5f81672b78a8fb9013ed,680f5f81672b78a8fb9013f3,680f5f81672b78a8fb9013f9,680f5f81672b78a8fb9013ff,680f5f81672b78a8fb901405,,
Mighty Hamjolnir,1,2 000 000,5250000,13790000,36200000,96000000,260000000,2.00%,4.00%,8.00%,14.00%,21.00%,32.00%,,680f606a672b78a8fb9017b7,680f606a672b78a8fb9017ba,680f606a672b78a8fb9017c0,680f606a672b78a8fb9017c6,680f606a672b78a8fb9017cc,680f606a672b78a8fb9017d2,,
Throve of Yggdrasil,2,2 500 000,6570000,17250000,45300000,119000000,320000000,3.00%,7.00%,12.00%,18.00%,25.00%,42.00%,,680f611f672b78a8fb9026cc,680f611f672b78a8fb9026cf,680f611f672b78a8fb9026d5,680f611f672b78a8fb9026db,680f611f672b78a8fb9026e1,680f611f672b78a8fb9026e7,,
Helm of the Chosen,1,5 000 000,13130000,34470000,90500000,238000000,630000000,5.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,680f61d0672b78a8fb902b1d,680f61d0672b78a8fb902b20,680f61d0672b78a8fb902b26,680f61d0672b78a8fb902b2c,680f61d0672b78a8fb902b32,680f61d0672b78a8fb902b38,,
Amber Drakkar,2,2 750 000,7220000,18960000,49800000,131000000,350000000,1.00%,2.50%,5.00%,9.00%,15.00%,23.00%,,680f7246672b78a8fb910a73,680f7246672b78a8fb910a76,680f7246672b78a8fb910a7c,680f7246672b78a8fb910a82,680f7246672b78a8fb910a88,680f7246672b78a8fb910a8e,,
Frost Drakkar,2,7 000 000,18380000,48250000,126700000,333000000,880000000,3.00%,7.00%,12.00%,18.00%,25.00%,33.00%,,680f72ea672b78a8fb9111ed,680f72ea672b78a8fb9111f0,680f72ea672b78a8fb9111f6,680f72ea672b78a8fb9111fc,680f72ea672b78a8fb911202,680f72ea672b78a8fb911208,,
Crimson Drakkar,2,25 000 000,65630000,172280000,452300000,1188000000,3120000000,7.00%,11.00%,18.00%,26.00%,38.00%,52.00%,,680f737a672b78a8fb9117ba,680f737a672b78a8fb9117bd,680f737a672b78a8fb9117c3,680f737a672b78a8fb9117c9,680f737a672b78a8fb9117cf,680f737a672b78a8fb9117d5,,
The Imperial Eggs,2,700 000,1840000,4830000,12700000,34000000,90000000,0.50%,1.10%,2.00%,4.50%,8.00%,12.00%,,6810c549672b78a8fb96bb07,6810c549672b78a8fb96bb0a,6810c549672b78a8fb96bb10,6810c549672b78a8fb96bb16,6810c549672b78a8fb96bb1c,6810c549672b78a8fb96bb22,,
The Tomb Raider,2,850 000,2240000,5880000,15500000,41000000,110000000,0.50%,1.10%,2.00%,4.50%,8.00%,12.00%,,6810c5c9672b78a8fb96c31a,6810c5c9672b78a8fb96c31d,6810c5c9672b78a8fb96c323,6810c5c9672b78a8fb96c329,6810c5c9672b78a8fb96c32f,6810c5c9672b78a8fb96c335,,
Stoic Sips,2,1 000 000,2630000,6910000,18200000,48000000,130000000,0.50%,1.10%,2.00%,4.50%,8.00%,12.00%,,6810c711672b78a8fb96d811,6810c711672b78a8fb96d814,6810c711672b78a8fb96d81a,6810c711672b78a8fb96d820,6810c711672b78a8fb96d826,6810c711672b78a8fb96d82c,,
Kettle Crime,2,1 150 000,3020000,7930000,20900000,55000000,150000000,0.75%,2.00%,4.50%,7.00%,11.00%,17.00%,,6810c7a3672b78a8fb96de48,6810c7a3672b78a8fb96de4b,6810c7a3672b78a8fb96de51,6810c7a3672b78a8fb96de57,6810c7a3672b78a8fb96de5d,6810c7a3672b78a8fb96de63,,
The Mask of Kings,2,1 500 000,3940000,10350000,27200000,72000000,190000000,1.00%,2.50%,5.00%,11.00%,18.00%,26.00%,,6810c81e672b78a8fb96e567,6810c81e672b78a8fb96e56a,6810c81e672b78a8fb96e570,6810c81e672b78a8fb96e576,6810c81e672b78a8fb96e57c,6810c81e672b78a8fb96e582,,
Bananarchy,2,4 200 000,11030000,28960000,76100000,200000000,530000000,2.00%,5.00%,10.00%,16.00%,23.00%,30.00%,,6810c89e672b78a8fb96f1c7,6810c89e672b78a8fb96f1ca,6810c89e672b78a8fb96f1d0,6810c89e672b78a8fb96f1d6,6810c89e672b78a8fb96f1dc,6810c89e672b78a8fb96f1e2,,
Rosetta's Code,2,6 500 000,17070000,44810000,117700000,309000000,820000000,3.00%,7.00%,12.00%,18.00%,25.00%,42.00%,,6810c915672b78a8fb96f256,6810c915672b78a8fb96f259,6810c915672b78a8fb96f25f,6810c915672b78a8fb96f265,6810c915672b78a8fb96f26b,6810c915672b78a8fb96f271,,
Anubis' Legacy,2,23 000 000,60380000,158500000,416100000,1093000000,2870000000,7.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,6810ca97672b78a8fb970065,6810ca97672b78a8fb970068,6810ca97672b78a8fb97006e,6810ca97672b78a8fb970074,6810ca97672b78a8fb97007a,6810ca97672b78a8fb970080,,
Nordic Hoard,2,7 500 000,19690000,51690000,135700000,357000000,940000000,2.00%,4.00%,8.00%,15.00%,24.00%,35.00%,,6819d76bfbb67c190ed02e62,6819d76bfbb67c190ed02e65,6819d76bfbb67c190ed02e6b,6819d76bfbb67c190ed02e71,6819d76bfbb67c190ed02e77,6819d76bfbb67c190ed02e7d,,
Proof of ETH,2,1 000 000,3000000,7000000,18500000,50000000,150000000,1.50%,3.50%,8.00%,16.00%,30.00%,50.00%,,6818c08efbb67c190ecd345b,6818c08efbb67c190ecd345e,6818c08efbb67c190ecd3464,6818c08efbb67c190ecd346a,6818c08efbb67c190ecd3470,6818c08efbb67c190ecd3476,,
Tidal Tyrant,2,17 000 000,44630000,117160000,307600000,808000000,2130000000,7.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,6819fcdefbb67c190ed1dbae,6819fcdefbb67c190ed1dbb1,6819fcdefbb67c190ed1dbb7,6819fcdefbb67c190ed1dbbd,6819fcdefbb67c190ed1dbc3,6819fcdefbb67c190ed1dbc9,,
The Bust,2,20 000 000,50000000,150000000,,,,10.00%,25.00%,50.00%,,,,,68191167fbb67c190ecdf78c,68191167fbb67c190ecdf78f,68191167fbb67c190ecdf795,,,,,
Tea Time,2,5 000 000,13130000,34470000,90500000,238000000,630000000,5.00%,11.00%,17.00%,24.00%,32.00%,42.00%,,681ba4a5fbb67c190ed806b3,681ba4a5fbb67c190ed806b6,681ba4a5fbb67c190ed806bc,681ba4a5fbb67c190ed806c2,681ba4a5fbb67c190ed806c8,681ba4a5fbb67c190ed806ce,,
Da Ba Dee,2,7 000 000,18380000,48250000,126700000,333000000,880000000,2.00%,4.50%,9.00%,16.00%,24.00%,35.00%,,6821d02dfbb67c190ee56989,6821d02dfbb67c190ee5698c,6821d02dfbb67c190ee56992,6821d02dfbb67c190ee56998,6821d02dfbb67c190ee5699e,6821d02dfbb67c190ee569a4,,
Sellita Hamez,2,19 999 999,52500000,137820000,361800000,950000000,2500000000,9.99%,15.00%,20.00%,28.00%,35.00%,55.00%,,6822201cfbb67c190ee865dd,6822201cfbb67c190ee865e0,6822201cfbb67c190ee865e6,6822201cfbb67c190ee865ec,6822201cfbb67c190ee865f2,6822201cfbb67c190ee865f8,,
Aegis of Gold,2,2 000 000,,,,,,1.00%,,,,,,Asgardian_Set,6824481dfbb67c190eed4d7d,,,,,,,
Voidstone,2,3 000 000,,,,,,1.00%,,,,,,Asgardian_Set,68244844fbb67c190eed4dd7,,,,,,,
Celestial Eye,2,8 000 000,,,,,,2.00%,,,,,,Asgardian_Set,68244872fbb67c190eed4e6f,,,,,,,
Divine Core,2,10 000 000,,,,,,2.00%,,,,,,Asgardian_Set,6824489bfbb67c190eed5222,,,,,,,
Soul Devourer,2,16 000 000,,,,,,4.50%,,,,,,Asgardian_Set,682448ccfbb67c190eed52bb,,,,,,,
Elder Beast,2,18 000 000,,,,,,4.50%,,,,,,Asgardian_Set,682448fcfbb67c190eed530f,,,,,,,
Trickster's Horn,1,5 000 000,13130000,34470000,90500000,238000000,630000000,1.00%,3.00%,8.00%,16.00%,28.00%,42.00%,,682c3fefe2ea0a4c8254bbcc,682c3fefe2ea0a4c8254bbcf,682c3fefe2ea0a4c8254bbd5,682c3fefe2ea0a4c8254bbdb,682c3fefe2ea0a4c8254bbe1,682c3fefe2ea0a4c8254bbe7,,
HashBreaker,1,15 000 000,39380000,103380000,271400000,713000000,1880000000,7.00%,10.00%,17.00%,25.00%,37.00%,50.00%,,682c6766e2ea0a4c82564d83,682c6766e2ea0a4c82564d86,682c6766e2ea0a4c82564d8c,682c6766e2ea0a4c82564d92,682c6766e2ea0a4c82564d98,682c6766e2ea0a4c82564d9e,,
10k Crust,2,750 000,2000000,5500000,15000000,40000000,100000000,1.00%,2.50%,5.00%,12.00%,22.00%,45.00%,,682af4bfe2ea0a4c824f8513,682af4bfe2ea0a4c824f8516,682af4bfe2ea0a4c824f851c,682af4bfe2ea0a4c824f8522,682af4bfe2ea0a4c824f8528,682af4bfe2ea0a4c824f852e,,
On Air,1,500 000,1500000,4000000,9500000,28000000,69000000,1.00%,2.00%,5.00%,11.00%,20.00%,40.00%,,682ecdece2ea0a4c825daedf,682ecdece2ea0a4c825daee2,682ecdece2ea0a4c825daee8,682ecdece2ea0a4c825daeee,682ecdece2ea0a4c825daef4,682ecdece2ea0a4c825daefa,,
Proof of Goal,1,1 000 000,3000000,7000000,20000000,65000000,150000000,1.50%,3.00%,7.00%,12.00%,20.00%,35.00%,,6835d943e2ea0a4c826fd081,6835d943e2ea0a4c826fd084,6835d943e2ea0a4c826fd08a,6835d943e2ea0a4c826fd090,6835d943e2ea0a4c826fd096,6835d943e2ea0a4c826fd09c,,
Oasis Sapphire,2,3 000 000,8000000,21000000,55000000,150000000,400000000,3.00%,7.00%,14.00%,22.00%,32.00%,50.00%,,6836b88ae2ea0a4c82707cd6,6845ba6bccf7adb5d75991b4,6845ba6bccf7adb5d75991bc,6845ba6bccf7adb5d75991c4,6845ba6bccf7adb5d75991cc,6845ba6bccf7adb5d75991d4,,
Golden Mirage,2,3 500 000,9000000,25000000,65000000,165000000,450000000,2.00%,6.00%,12.00%,20.00%,30.00%,46.00%,,6836b96de2ea0a4c827084f6,6845baf6ccf7adb5d7599371,6845baf6ccf7adb5d7599379,6845baf6ccf7adb5d7599381,6845baf6ccf7adb5d7599389,6845baf6ccf7adb5d7599391,,
